"J_shopt","J_shopt href","mode-tc","city","tel","time"
"豆子咖啡实验室","https://www.dianping.com/shop/l9NZHEJNelnJSjmY","龙华园社区9号楼底商","[北京]","15711017016","2026-01-10 14:32"
"利桥顺酒楼","https://www.dianping.com/shop/l4tHvJ2eb8nKqsd3","北洼路40号","[北京]","68432486","2026-01-10 13:14"
"端履门腊汁肉店","https://www.dianping.com/shop/jyaOPehwibNP4YYd","经二路172号","[西安]","18109233870","2026-01-09 20:28"
"醉成都麻辣烫","https://www.dianping.com/shop/EvoGFX3xNB1lkZWR","中贸广场北区","[西安]","15129212203","2026-01-09 20:27"
"御品源稍麦•内蒙菜","https://www.dianping.com/shop/G2YTKjtumGXBYdac","丈八沟街道木塔南苑南门东70米","[西安]","15691902799","2026-01-09 20:26"
"御品源稍麦•内蒙菜","https://www.dianping.com/shop/l7PpTzS3pcqyts60","凤城六路与文景路十字路口往东一百米路北","[西安]","18049032011","2026-01-09 20:26"
"勇二子长小吃","https://www.dianping.com/shop/H44C2pb0x09Hkr9P","凤城五路西安中学东门斜对面","[西安]","86564191","2026-01-09 20:23"
"子长煎饼","https://www.dianping.com/shop/k5QwrQOjR0J2GI4D","文景路61号","[西安]","18220163581","2026-01-09 20:23"
"子长煎饼","https://www.dianping.com/shop/G9nloGfogVbi5w0t","东新街永兴坊陕北里（中山门内）","[西安]","13992176858","2026-01-09 20:23"
"老单家葫芦头泡馍","https://www.dianping.com/shop/H26kTL5R86hYGxvh","常青二路斯惟小区对面老单家葫芦头","[西安]","18729350910","2026-01-09 20:15"
"福贵肉铺·齐齐哈尔烤肉","https://www.dianping.com/shop/GasPkc98BgwU3Br6","安西街建东综合市场内向20米（全季酒店对面入口）","[西安]","17392257457","2026-01-09 20:12"
"新疆喀什餐厅","https://www.dianping.com/shop/G92SkbmAKkRaPsJk","马甸东路马甸清真寺南15米","[北京]","18999993848","2026-01-09 19:29"
"昱馨自助夹馍","https://www.dianping.com/shop/k89lwCFSNjuXtneH","北曹家巷鸿达大厦","[西安]","18202968793","2026-01-09 19:08"
"重庆生椒牛肉面","https://www.dianping.com/shop/H1Omrh6XpTrh3cQ3","西关正街南小巷十字新阳酒店隔壁","[西安]","13991364646","2026-01-09 19:07"
"袁家涮牛肚涮菜","https://www.dianping.com/shop/H6wj71JKqLBYevUe","开元路393号","[西安]","13279412828","2026-01-09 19:07"
"袁家涮牛肚涮菜","https://www.dianping.com/shop/G4k1NWZhL8zglbRm","红庙坡路迪赛制药厂西边门面房","[西安]","13630256342","2026-01-09 19:07"
"定边过把瘾麻辣烫","https://www.dianping.com/shop/G1CZFGii9ogXo2uY","凤城一路东段大明宫万达商业街C-22-10104","[西安]","15929029118","2026-01-09 19:06"
"俊平包子","https://www.dianping.com/shop/kaojeF75PY4SPQg4","三桥大厦未央区三桥路中段三桥大厦(三桥地铁站B西南口步行180米)","[西安]","13289378200","2026-01-09 19:05"
"俊平包子","https://www.dianping.com/shop/H95zL83huowgUUxi","丰镐西路与创新路交叉口东南20米","[西安]","13201520162","2026-01-09 19:05"
"沁味居三鲜煮馍","https://www.dianping.com/shop/l9QNnx0lYZX7hJQT","未央宫街道凤城南路西段(未央国税局斜对面)","[西安]","15319978195","2026-01-09 19:04"
"Zao Cafe&Taproom","https://www.dianping.com/shop/H6LOrVwOeK9w7KoU","交道口街道东四北大街69号（胖妹面庄旁）","[北京]","18210598161","2026-01-09 12:59"
"蛙来哒","https://www.dianping.com/shop/G5yIfdrzMuhSvneD","建材城东路33号1号院6层L609-L610","[北京]","53879298","2026-01-08 22:20"
"崬漁 Dong Yu","https://www.dianping.com/shop/FxEDfu9hdc5h4GGt","姚家街道山左路1097号悦坊商场4层404","[济南]","88902988","2026-01-08 22:10"
"铜炉老巷·点餐式自助涮肉","https://www.dianping.com/shop/Fvkep58qln9fE2PV","科技路26号逸菲酒店2楼","[西安]","17795758221","2026-01-08 21:52"
"北体筋膜刀·拉伸·贴扎(学到健康小屋)","https://www.dianping.com/shop/G3jzF2ytGlPKEyyH","上地街道信息路44号(北京体育大学西门往南150米-金盾加油站旁边)","[北京]","18610357599","2026-01-08 18:32"
"方洪记沙茶皇火锅","https://www.dianping.com/shop/l3UObiIEpAho8CgB","凤城七路未央国际向西500米","[西安]","17765815248","2026-01-08 15:07"
"顺德平靚牛肉粥底火锅","https://www.dianping.com/shop/k2hPNEKvEBK5FXJK","兴盛园小区25号楼商铺一层10104号","[西安]","86619639","2026-01-08 15:04"
"荆九爷桥头三嫩","https://www.dianping.com/shop/G60ak9Rd9rQzIbMX","太阳宫地区霄云路35号[6-5]43幢一层115号","[北京]","18210518381","2026-01-08 10:27"
"禾声福酒家","https://www.dianping.com/shop/k1dmaRFiosG8tKSV","紫竹院路车道沟10号服务楼1楼","[北京]","88411356","2026-01-07 20:29"
"DOUGHBUSH多宝时","https://www.dianping.com/shop/kaRozK2VGUsEm4tO","西二旗大街与西二旗西路交叉口东南150米","[北京]","15600609981","2026-01-06 20:25"
"源本咖啡·酒馆","https://www.dianping.com/shop/H4hIgO8CMbBUOBvm","中关村南二条2号良木壹居院内一层","[北京]","18612201558","2026-01-06 20:24"
"CURIEL Salon","https://www.dianping.com/shop/kaaUacdGeukxVtTM","建国门外大街1号院北京国贸商城南区B1层SB1059","[北京]","18665379057","2026-01-06 16:35"
"WiitWikki小麦维基面包","https://www.dianping.com/shop/k2C9c0m1O9YfQwmT","建国门外大街印刷二厂北门内100米（便利蜂后门）","[北京]","13718942021","2026-01-06 14:19"
"冬眠手帐屋","https://www.dianping.com/shop/G3yQkuIDv2jYzEbC","长乐中路街道黄河机器制造厂九街坊小区西门院内奇妙社创生活空间","[西安]","13209470429","2026-01-04 12:26"
"砂尊粤舍·胡椒猪肚鸡火锅","https://www.dianping.com/shop/k6EqJvoztRxJHf0t","凤城七路与开元路交叉口西南角珑印台小区临街商铺3号电梯3楼","[西安]","85212929","2026-01-04 12:22"
"OHOT RICE 八重米","https://www.dianping.com/shop/k2G80qm0FzOpikof","未央路168号未央国际未央168街区二楼","[西安]","17389205858","2026-01-04 12:22"
"粤海客家小厨","https://www.dianping.com/shop/G87q9sejyvMQeCM8","凤城一路东段皇家园林北门东二号","[西安]","89617939","2026-01-04 10:24"
"丫丫汤膳打边炉","https://www.dianping.com/shop/l63uv2ySZaCz0T3l","西梆子市街117号","[西安]","87615866","2026-01-04 10:24"
"陕北羊肉面","https://www.dianping.com/shop/H916noUk1kVdRvs0","大庆路1079号君驿酒店楼下","[西安]","13772195920","2026-01-04 10:24"
"万两东北老式麻辣烫","https://www.dianping.com/shop/l9UkdhFTtjcwyUO0","长延堡街道文丰路199号","[西安]","18133937197","2026-01-04 10:23"
"小胖排档·川湘爆炒小馆","https://www.dianping.com/shop/k6x3ZoVAjd3DfJm9","驼房营路与酒仙桥南路交叉路口","[北京]","13035028855","2026-01-04 09:55"
"丛锦轩大厂烤鲜肉","https://www.dianping.com/shop/H6lxzz2eOxwAHdUm","酒仙桥南路5号","[北京]","13121076567","2026-01-04 09:53"
"黄牛村韩国料理","https://www.dianping.com/shop/l6prj8KRTNWQl94L","绿叶广式烧腊馆后面（近丈八三路）","[西安]","13279248688","2026-01-03 20:16"
"徐记海鲜","https://www.dianping.com/shop/GaVjqkIRGrTMSMmx","解放路166号解放数创广场6楼","[西安]","86689800","2026-01-03 15:10"
"陕南手擀面","https://www.dianping.com/shop/k9DbkcEno3vdqMzZ","丈八沟街道高新四路新西蓝2期2号楼底商(万家灯火右侧)","[西安]","18292861085","2026-01-03 15:09"
"老金传统烤肉","https://www.dianping.com/shop/l5Ism3ceVisfg73j","沣惠南路唐延中心城L层左街沣27-2号商铺","[西安]","18991140213","2026-01-03 15:09"
"咸得茶饭","https://www.dianping.com/shop/G73VpKo6Nwxr6cZb","曲江池西路60号广电中心北侧德后街2号楼","[西安]","89833766","2026-01-03 15:08"
"标记粤菜馆","https://www.dianping.com/shop/l623O3x4Hqr9JX8k","群贤路中海华庭7-50114号","[西安]","18710620228","2026-01-03 15:08"
"屋里饭菜","https://www.dianping.com/shop/k9MelrcsesgZcdkG","金科天籁城16号楼1层10117号商铺","[西安]","15399999606","2026-01-03 15:08"
"屋里饭菜","https://www.dianping.com/shop/k9Im2iWnuz3CZrPB","兴善寺西街50号","[西安]","15591806125","2026-01-03 15:07"
"同仁渔家","https://www.dianping.com/shop/H1WXAC9EdfJSnii4","振兴路朱雀东坊六中分校北侧门面房24号","[西安]","13572588108","2026-01-03 15:07"
"海霞川菜馆","https://www.dianping.com/shop/i8FlUK8SqLFfjAWm","二环南路东段南沙世纪花园一层3号","[西安]","15319471932","2026-01-03 15:07"
"朗斐宁文具馆","https://www.dianping.com/shop/H6NVVdyllZjxrKtB","凤城七路龙湖景粼天序北区南门1-109商铺","[西安]","18668019567","2026-01-01 23:15"
"烧鸟职人·居酒屋","https://www.dianping.com/shop/laV1sR7mqsAhPExA","荷清路华清嘉园12号楼底商,商业2号3层（便利蜂旁边三楼）","[北京]","18701652851","2025-12-29 23:44"
"小串烧烤","https://www.dianping.com/shop/k64xDbYXnPAwVOxO","沁水路695号龙湖香醍西岸底商","[西安]","15098593809","2025-12-28 17:04"
"楼亭泰 Aroi Thai","https://www.dianping.com/shop/l4qpYSC2GYmz02SF","将台西路9-3号（地铁12号线将台西站A口出往前200米,日本人学校正对面）","[北京]","18210230191","2025-12-28 16:36"
"老赵串店","https://www.dianping.com/shop/H2kK5qEUdIV5QgWN","酒仙桥路酒仙桥村130号","[北京]","18001100204","2025-12-28 16:35"
"康记清真肉筋","https://www.dianping.com/shop/k4uvlD7mCEOwM7Jh","将台地区芳园西路6号院2号楼1层(诺金酒店斜对面)","[北京]","18201641407","2025-12-28 16:35"
"Hallo·Green","https://www.dianping.com/shop/k3sBejOKRhAAr6iC","朝阳门外大街乙6号朝外SOHO-C座1层0158A号（小咖咖啡旁）","[北京]","15600386853","2025-12-28 16:24"
"大山炸鸡","https://www.dianping.com/shop/GaY1rEspyHWoUCOG","上地街道上地十街1号院6号楼一层118愉味烤鱼下档口","[北京]","15210821952","2025-12-28 16:23"
"馍师兄·炭炉手打白吉馍","https://www.dianping.com/shop/G2Mv6PX0eUqhvbec","东铁匠营街道南三环东路辅路横一条2号底商首层","[北京]","15910335716","2025-12-28 16:20"
"宝儿烘焙","https://www.dianping.com/shop/l2PeaL5SDVUm1LSn","芙蓉新天地3号楼东面一层","[西安]","13186073691","2025-12-28 15:45"
"半勺舒舒生日蛋糕店","https://www.dianping.com/shop/l6guemTs2xpjL6oA","祭台巷太乙城购物中心B座北5-01A（停车场入口向东50米临街店铺）","[西安]","13152165216","2025-12-28 15:45"
"小室火锅","https://www.dianping.com/shop/l3YnJV3rEmBcATK6","甜水园北里12号越界朝阳里2幢1F01室","[北京]","15718835664","2025-12-28 13:38"
"羊屋小杉·北海道成吉思汗烤肉","https://www.dianping.com/shop/k1TzIgjrc00geDco","建国门外大街2号(银泰中心in01)三层305","[北京]","13693254096","2025-12-28 13:37"
"3699河鲜小馆","https://www.dianping.com/shop/H3hFTstQLY1Yfbfo","芳园西路6号颐锦酒店1层","[北京]","60695198","2025-12-28 13:34"
"福见·玉山堂","https://www.dianping.com/shop/jiyNFR9yJdGuqd2K","南二里庄路百富怡大酒店三层","[北京]","15210938866","2025-12-28 13:33"
"渝乐江湖.水煮鱼.江湖菜","https://www.dianping.com/shop/k7lJ6GeCDWKRaZom","小营西路10号院1号楼裙楼二层2-05-1（和盈中心二楼）","[北京]","62998086","2025-12-27 22:39"
"桑拿狂徒·跑山鸡·脆肉鲩","https://www.dianping.com/shop/k7gYVKlGqJAVHdNb","石榴庄西街232号","[北京]","18518006218","2025-12-27 18:21"
"爱丽丝鲜奶便利","https://www.dianping.com/shop/l5e7E311ygHX9j2y","润泽悦溪小区商业","[北京]","18686586599","2025-12-27 14:38"
"别的盒子biebox·日咖夜酒","https://www.dianping.com/shop/k59umfP4r9kHq3Wo","朝阳门外大街THEBOX朝外年轻力中心顶楼","[北京]","18605928002","2025-12-27 13:39"
"陈纪德慧源烧麦","https://www.dianping.com/shop/H1fi71EJGgT2V5ai","回龙观西大街35号院,上北鑫座2号楼1层110","[北京]","13051014880","2025-12-27 12:34"
"石头先生的烤炉","https://www.dianping.com/shop/l8O9WhJaTAwXhEs5","中关村大街中关村ARTPARK大融城东区负2层","[北京]","18518818199","2025-12-26 23:30"
"湘辣辣鲜炒黄牛肉","https://www.dianping.com/shop/EgpxnWAX5xqx39WP","中关村大街15-11号大融城西区地下一层101号","[北京]","17710869881","2025-12-26 23:29"
"The boots泥靴Garden","https://www.dianping.com/shop/laLvhMJXHLlyo9YD","中关村大街15号中关村大融城2层201","[北京]","13520199913","2025-12-26 23:28"
"一栗nutco·美味生活家","https://www.dianping.com/shop/l7yIzSQJqBQDr7lS","中关村大街15-9号大融城东区负二层（名创优品旁）","[北京]","13269997613","2025-12-26 23:25"
"阿细云南菜","https://www.dianping.com/shop/kaHx2uNexsg2Tbjv","清河三街72号(平房)(朱房北地铁站A口步行370米)","[北京]","13161164880","2025-12-26 18:59"
"艺朝艺夕·少儿舞蹈|美术|科技|口才","https://www.dianping.com/shop/k9c0i2Elabz9cd6R","铜陵路与临泉路交口安兴大厦3F","[合肥]","18956563217","2025-12-26 14:48"
"静一餐厅·湖北菜","https://www.dianping.com/shop/H3gGDKbLwsQY3PgJ","中关村街道科学院南路2号C座B1层C-021、C-031","[北京]","15501136820","2025-12-26 13:06"
"佬友记·广东大排档","https://www.dianping.com/shop/l8XoFekudJCMKGiP","花园路街道G6辅路与北土城西路辅路交叉口西南方向58米左右","[北京]","15600218358","2025-12-26 12:49"
"推拉pushpull Bar&Space","https://www.dianping.com/shop/k53yemGU1NueQDsA","建外街道郎家园10号东郎电影创意产业园F102号（近西门,盛世嘉园东门对面胡同往里走第二家）","[北京]","15601210776","2025-12-25 20:50"
"做書书店咖啡","https://www.dianping.com/shop/k8yjK3Xv9TTiizzJ","东四西大街隆福寺东院1号院3楼（中国书店正上方三楼）","[北京]","15600233280","2025-12-25 15:50"
"Kakoliz 咔口栗子","https://www.dianping.com/shop/l8rGWE3nEXVoCvDv","中粮置地广场208号院1号楼地下一层B1-02","[北京]","13161006629","2025-12-25 15:39"
"致璞·日咖晚酒","https://www.dianping.com/shop/kakxaVATjEzHml4z","远洋光华国际B座1-103底商","[北京]","19520460299","2025-12-25 14:09"
"雞记餐室","https://www.dianping.com/shop/l7KC2HM2mNiIOo7v","芳园西路4号院一层S-9100室","[北京]","13520683331","2025-12-25 14:08"
"羊大爷涮肉","https://www.dianping.com/shop/H4l8KQK66dTV2282","地安门外大街31号1号楼四层4-01室","[北京]","60172999","2025-12-25 14:06"
"阿龙烤串","https://www.dianping.com/shop/G3LB4M8Zfv8AapST","左安路顺风车行隔壁","[北京]","18601982306","2025-12-25 12:39"
"菜麻","https://www.dianping.com/shop/l2QJtkRvIt5xcsht","牛街街道北半截胡同51号（近菜市口地铁西南D口）","[北京]","18611565115","2025-12-25 12:39"
"喜四方餐厅","https://www.dianping.com/shop/H7kQT6XQ3jgInWmu","东八里庄40号楼后侧","[北京]","13501139130","2025-12-25 12:38"
"La Taverne 遥远法餐厅","https://www.dianping.com/shop/la8NthwuaNvfSXbL","工人体育场东路16号2号楼一层（近中图外文书店）","[北京]","85966779","2025-12-25 12:35"
"ROPAMU 罗帕慕","https://www.dianping.com/shop/k48nkqtA8hG4W0Ac","海淀街道中关村大街15号中关村ARTPARK大融城东区地下2层LG2-19、20室","[北京]","18516852775","2025-12-25 09:33"
"Steam coffee","https://www.dianping.com/shop/H7nGJBmoL4GXbYxb","南院门街道大车家巷44号院","[西安]","15594550301","2025-12-24 21:27"
"甜芋良品鲜作糖水铺","https://www.dianping.com/shop/k4DIkN67ERN19psB","东三环中路39号院13号楼1351底商（13号院里面）","[北京]","18610694219","2025-12-24 19:00"
"YUM YUMMY brunch＆bistro","https://www.dianping.com/shop/GauEb74xqFj4H2Pb","太阳宫中路辅路火星园一层底商8-8凯德茂冠捷大厦对面","[北京]","18510480821","2025-12-22 19:25"
"蘇潘泰SUPANTHAI泰国菜","https://www.dianping.com/shop/H6QsqTwU2Xa147I8","正大中心地下一层B115","[北京]","18513909766","2025-12-18 13:18"
"野鸡枞YEJIZONG SNACKS","https://www.dianping.com/shop/GaO3LlhuenCPV6V9","三里屯街道三里屯通盈中心T+MALL一号商场地下一层扶梯旁B1-09野鸡枞","[北京]","15701185218","2025-12-17 15:47"
"cave","https://www.dianping.com/shop/G7SzY0MW49ooJDHm","公园南路10号院","[北京]","18210511049","2025-12-17 15:46"
"NiNiNi Coffee House","https://www.dianping.com/shop/k7f1R4DJFMBe5kU5","白家庄北路与中纺里东路交叉口东60米JingYard二层平台","[北京]","13126597120","2025-12-17 15:46"
"灯塔小吃","https://www.dianping.com/shop/k1LMSlYYZ40reU2z","朝阳路和金台路交口东北角","[北京]","13683245347","2025-12-17 15:45"
"Goldendog","https://www.dianping.com/shop/l46es0cRet4yXlS2","姚家园路团结新里10栋1楼101号","[北京]","18600597002","2025-12-17 15:45"
"莫里CheeseMo","https://www.dianping.com/shop/k3df1cEVwSB1txPp","团结新里15-106","[北京]","13288327921","2025-12-17 15:44"
"StillCoffee还是咖啡","https://www.dianping.com/shop/H4KCKp8dyac0MG6g","三里屯街道白家庄西里社区6号楼1层（一间沙龙左侧）","[北京]","13693510023","2025-12-17 11:52"
"阿鸡鱼庄","https://www.dianping.com/shop/G5PqWsdKBscXnMPt","东三环北路团结湖北口3号楼1层105号商铺","[北京]","15010989385","2025-12-17 11:34"
"鮨遥","https://www.dianping.com/shop/G8VsXUcuH35FrkcF","呼家楼街道东大桥路SOHO尚都西塔西侧下沉花园B103号(德南面包房楼下,侨福芳草地对面)","[北京]","17812378660","2025-12-17 09:47"
"靠山餐吧 CAUTION Bistro","https://www.dianping.com/shop/k8tE1HnmZx5HqhVz","东三环北路首北兆龙饭店东门西行50米","[北京]","13910234448","2025-12-16 21:11"
