名称,J_shopt href,地址,city,经纬度,tel,time,北京树村丽景苑距离,北京树村丽景苑时间,北京海淀区万家灯火大厦距离,北京海淀区万家灯火大厦时间,北京海淀区上地5号咖啡厅距离,北京海淀区上地5号咖啡厅时间
鲁采LU STYLE,https://www.dianping.com/shop/iVSTrOVWJBX3eNMY,凤凰环路曙光西里甲5号院A1楼链家（凤凰汇店）北侧（曙光大厦对面）,[北京],"116.487294,39.795573",21751888,2024/7/3 14:55,25.05 km,37 min,25.79 km,89 min,22.18 km,74 min
ORioEatery·Brunch,https://www.dianping.com/shop/G6ypT0oUtGP1rZ2v,京顺路5号1959时间里A01号,[北京],"116.453348,39.964179",59773055,2024/7/3 14:48,24.89 km,36 min,25.64 km,89 min,22.02 km,73 min
醉虎传,https://www.dianping.com/shop/k5rBhqPrcWYSTdBz,双榆树一街双榆树北里甲18-2号（当代商场北侧东100米路北）,[北京],"116.323765,39.971439",15910573717,2024/7/3 10:26,12.11 km,24 min,14.81 km,47 min,7.65 km,30 min
谢谢牛·塔吉锅露台小酒社,https://www.dianping.com/shop/G2aUdfkVaR1TNy3o,"鼓楼东大街草厂胡同2号,蜜雪冰城东侧胡同往北10米（近后海、鼓楼、南锣鼓巷、方砖厂）",[北京],"116.402394,39.937182",17610229311,2024/7/2 23:38,17.68 km,39 min,20.15 km,73 min,16.57 km,57 min
BOTTEGA意库,https://www.dianping.com/shop/k5RFLtVpXDqmkhCu,金汇路中骏世界城E座1层101内E116B、E118单元,[北京],"116.452497,39.917923",65915348,2024/7/2 23:16,25.68 km,53 min,28.15 km,99 min,24.57 km,85 min
魁圣阁内蒙烧麦,https://www.dianping.com/shop/l60e3V1NH2hbRiKt,清华东路中国农业大学东校区东南门底商（瑞幸咖啡楼上）,[北京],"116.358383,40.001504",18618161205,2024/7/2 21:04,8.93 km,22 min,12.40 km,51 min,7.45 km,31 min
挤挤吧·酸菜鲜牛杂火锅,https://www.dianping.com/shop/l27AhxLX6yeEXt2l,八里庄街道十里堡南里西路北京印染厂南院163幢1-3,[北京],"116.501246,39.913211",16619943097,2024/7/2 21:04,30.99 km,57 min,31.73 km,106 min,28.12 km,96 min
鷄鈴CHILEN,https://www.dianping.com/shop/H39wphAjVXcLbsee,霄云路东信商业广场2楼,[北京],"116.463046,39.958222",13167559857,2024/7/1 10:55,25.17 km,40 min,23.50 km,79 min,19.93 km,62 min
Sub° 减法·WineBistro&Cellar,https://www.dianping.com/shop/k78uVORJKSbhSDB9,幸福一村西里甲6号,[北京],"116.448383,39.934783",13911291751,2024/7/1 10:55,27.85 km,44 min,25.40 km,83 min,21.82 km,69 min
枡·Masu 烧鸟居酒屋,https://www.dianping.com/shop/EqW6uRVRnyrSdKaw,朝阳北路龙湖长楹天街东区星座6栋东行15米,[北京],"116.601478,39.923974",18410034191,2024/6/30 20:06,34.74 km,73 min,36.75 km,116 min,33.13 km,97 min
匠牛饺子·酱牛肉·饺子馆,https://www.dianping.com/shop/ka1uSBZY548vGiHy,顺源街5号,[北京],"116.457236,39.952600",50944979,2024/6/30 19:25,20.74 km,37 min,23.21 km,76 min,19.64 km,60 min
汉巴味德,https://www.dianping.com/shop/l7qg4yTeA0U0es9Q,万丰路68号银座和谐广场6层603号,[北京],"116.297342,39.882318",57517676,2024/6/29 22:12,20.61 km,36 min,23.32 km,84 min,21.25 km,67 min
小鳥商店·烧鸟,https://www.dianping.com/shop/H2OTovYWXxGaPgm1,北四环东路108号伊藤洋华堂5层,[北京],"116.420507,39.988041",15701622920,2024/6/29 22:06,18.32 km,27 min,17.16 km,66 min,13.58 km,56 min
醉香 SUIKA,https://www.dianping.com/shop/H8VzuEcPMenIFMqf,农展馆北路宾都苑东侧一层底商一番街西馆,[北京],"116.471519,39.945105",85958830,2024/6/29 12:00,23.07 km,42 min,25.54 km,85 min,21.96 km,68 min
圆场·CIRCLE URBAN BRUNCH&BAR,https://www.dianping.com/shop/l5Vj7PLxkSuvurO8,"北三环西路大钟寺广场2号楼1733商业空间B2-02号（喜茶西侧,跳海对面）",[北京],"116.344441,39.948999",18513515304,2024/6/28 23:01,13.13 km,25 min,16.51 km,62 min,9.55 km,40 min
丸道·东京烧肉,https://www.dianping.com/shop/l4GXdkjCrRfRMz2r,麦子店街39号富驿时尚酒店底商,[北京],"116.466643,39.947902",65929298,2024/6/28 14:06,22.17 km,41 min,24.64 km,83 min,21.07 km,66 min
望牛滇·云南酸菜牛肉火锅,https://www.dianping.com/shop/G1ihbwMTXybCCu9W,霄云路32号（网信大厦西侧20米）,[北京],"116.465747,39.958539",15727332437,2024/6/26 17:59,25.30 km,41 min,26.05 km,93 min,22.43 km,77 min
之间In Between,https://www.dianping.com/shop/H4bp5Y0d5LfH3KpP,幸福一村七巷幸福一村西里（Charcoal煤球餐厅旁边）,[北京],"116.446900,39.935083",13241542080,2024/6/26 17:57,28.23 km,45 min,26.62 km,93 min,23.05 km,78 min
PHO東田越南粉,https://www.dianping.com/shop/l9HZ7jueGuJ9qdbp,建国门外大街1号国贸商城北区六层NL6003号,[北京],"116.460554,39.912250",85351086,2024/6/26 17:42,25.37 km,53 min,27.84 km,99 min,24.26 km,85 min
新京熹·北京涮肉,https://www.dianping.com/shop/l83FB0h0E7sivWxD,北辰西路北辰荟POLPASC座3层L313号,[北京],"116.387761,40.003452",13810698243,2024/6/26 17:40,13.18 km,28 min,15.18 km,61 min,11.57 km,43 min
日坛涮肉,https://www.dianping.com/shop/H5YDGzifOJTV1CB2,日坛东路9号,[北京],"116.446179,39.914614",85625558,2024/6/26 17:39,24.48 km,49 min,26.95 km,110 min,23.38 km,82 min
TWM白蛾 Wine Bistro,https://www.dianping.com/shop/H2xlY6hQ3FJfwDCh,"金宝街88号1层底商（金宝汇一期,一层南侧地库入口旁边）",[北京],"116.421264,39.915358",17812319262,2024/6/26 17:38,21.47 km,51 min,23.94 km,92 min,20.37 km,75 min
NOLA,https://www.dianping.com/shop/G14QH5ev4rS1aYF9,朝外街道秀水南街甲11号(友谊商店东北角),[北京],"116.443640,39.910193",13366188770,2024/6/26 17:36,27.24 km,55 min,29.71 km,103 min,26.13 km,88 min
OTIUM • 柴屿麦,https://www.dianping.com/shop/GaDcHe7SbhVbMnoB,麦子店街39号二层208室（富驿时尚酒店二层旋转楼梯左侧第一家）,[北京],,13146580816,2024/6/26 17:35,Error,Error,Error,Error,Error,Error
野风筝Brewpub,https://www.dianping.com/shop/l3wqsBnEYIjyDC7l,安定门街道花园胡同3号紫园内（进园区左转）,[北京],"116.404692,39.947714",64022988,2024/6/26 17:34,17.31 km,32 min,19.78 km,69 min,16.21 km,47 min
丰泽园饭店,https://www.dianping.com/shop/k7ZsU0QcDA42ahMn,安立路78号中奥马哥孛罗大酒店,[北京],"116.408663,40.005002",59636428,2024/6/25 10:09,14.47 km,29 min,16.47 km,66 min,12.86 km,48 min
蓉亭食贝,https://www.dianping.com/shop/H7R85GXqIwtDA8Rd,大屯北路312号金泉美食宫1楼,[北京],"116.412325,40.006097",68058989,2024/6/25 10:08,14.12 km,27 min,16.13 km,65 min,12.51 km,46 min
满姐饺子,https://www.dianping.com/shop/k2tcEIvmMwIfIPOb,花园北路44号贯通大厦一层,[北京],"116.359476,39.981265",62056567,2024/6/25 10:07,14.40 km,24 min,15.14 km,62 min,10.01 km,38 min
羊瑞堂·陕西风味,https://www.dianping.com/shop/G82uNl0CzcDJBvgT,华威里27号长安大饭店门前附属楼3层（原秦乐宫）,[北京],,52029838,2024/6/15 12:28,35.63 km,55 min,32.41 km,112 min,28.84 km,99 min
鑫粤福顺德干蒸店,https://www.dianping.com/shop/G5ZLLCn3kNoo0Ere,八里庄东里1号A区1号楼1层09a号,[北京],"116.498903,39.914251",16601231567,2024/5/29 10:43,30.73 km,57 min,31.48 km,107 min,27.86 km,96 min
East end,https://www.dianping.com/shop/H20fG53aTCheFTpH,工人体育场北路甲2号盈科中心一层,[北京],"116.458974,39.932654",,2024/5/28 19:25,23.41 km,45 min,25.88 km,92 min,22.30 km,76 min
霞姐家钵子菜,https://www.dianping.com/shop/k1UhEzquGs66P54l,酒仙桥路大山子北里三号楼,[北京],"116.487009,39.984979",13001057983,2024/5/27 18:46,22.06 km,49 min,25.20 km,101 min,21.59 km,84 min
粤小馆,https://www.dianping.com/shop/G7Sr1K4IbdmlxApH,安苑路甲18号1幢一层,[北京],"116.415774,39.983086",64929489,2024/5/27 18:46,18.15 km,28 min,16.98 km,65 min,13.40 km,53 min
韩国料理故乡菜包肉,https://www.dianping.com/shop/H6MAH6e3qm9VBFsE,学院路7号弘彧大厦3A层,[北京],"116.351235,40.000232",15811176770,2024/5/27 15:33,8.03 km,20 min,11.67 km,52 min,6.55 km,29 min
听枫馆TRPG 跑团社,https://www.dianping.com/shop/kaTqigxW9MLuepMX,北三环西路48号1号楼A座3层3H,[北京],"113.657309,23.054712",13693117457,2024/5/26 14:59,2168.02 km,1355 min,2174.11 km,1420 min,2168.65 km,1412 min
西部马华牛肉面·夜市烧烤,https://www.dianping.com/shop/G72QTErSO3enaQ1G,信息路金隅嘉华大厦c座1层C10号,[北京],"116.308151,40.036843",62965068,2024/5/25 18:54,1.34 km,8 min,3.36 km,16 min,0.95 km,5 min
一面一串·兰州牛肉面烧烤,https://www.dianping.com/shop/l2TJVtExKdCtJpdz,信息路科实大厦A座一层,[北京],"116.311828,40.035352",13126875685,2024/5/25 18:53,2.16 km,11 min,4.21 km,22 min,0.44 km,4 min
沃野Oii,https://www.dianping.com/shop/G6wTsz3JJoio4vy6,和平里街道安德里北街恒通伟业大厦B座一层,[北京],"116.398021,39.955676",84118490,2024/5/25 11:39,20.10 km,33 min,18.50 km,67 min,14.93 km,49 min
古砂记·武陟古法砂锅斋,https://www.dianping.com/shop/G1HpumGU65yPzQC5,汤立路安徽牛肉板面旁（地铁立水桥站西北口向北200米）,[北京],"116.412956,40.052604",15701195891,2024/5/25 11:21,14.57 km,35 min,16.57 km,67 min,12.96 km,50 min
酒鬼金居酒屋のんべい,https://www.dianping.com/shop/G1ibuoenXYL4vhJw,学清路8号科技财富中心A座一层A103C,[北京],"116.353712,40.015750",82412410,2024/5/24 22:14,7.19 km,21 min,10.19 km,44 min,6.57 km,24 min
陆藜·开了个方子,https://www.dianping.com/shop/l67KDspMLJjK961l,中关村大街49号(威尔默口腔)东侧商铺,[北京],"116.318402,39.972281",13311293273,2024/5/24 22:13,8.73 km,24 min,10.76 km,46 min,7.25 km,29 min
田莽莽贵州特色烙锅烤肉,https://www.dianping.com/shop/EDXylyBaiJsnDLFa,中关村大街49号,[北京],"116.318402,39.972281",18732074515,2024/5/24 22:13,8.73 km,24 min,10.76 km,46 min,7.25 km,30 min
水石餐吧&Whiskey,https://www.dianping.com/shop/H2qjdiRu8FnJHXC0,九棵树西路92号东朗文创园（进园区左前方）,[北京],"116.644700,39.877593",13261839780,2024/5/23 21:44,Error,Error,Error,Error,Error,Error
食客西餐厅 TIME CAFE,https://www.dianping.com/shop/GaHNABcOhQiQw9hE,东三环中路39号建外SOHO西区10号楼商铺3层1038室（临近通惠河北路）,[北京],"116.455114,39.904892",13901042495,2024/5/22 19:32,34.25 km,57 min,28.90 km,103 min,25.32 km,89 min
邵合記江南小吃集,https://www.dianping.com/shop/G57CRxP6vOF8AiYO,建国门外大街国贸商城北区地下一层,[北京],"116.459930,39.912345",65852397,2024/5/22 11:34,25.45 km,53 min,27.92 km,99 min,24.34 km,86 min
大福龙虾烧烤·醋喷烤鸡架,https://www.dianping.com/shop/l9Ara7PNAg4KTZRj,红军营南路6号一层-10（集美家居斜对面）,[北京],"116.424177,40.032327",84933846,2024/5/22 11:31,14.23 km,30 min,16.24 km,66 min,12.62 km,49 min
食好點·港點·粤菜,https://www.dianping.com/shop/l7IBCtbF9TUp4B7t,金融街购物中心2层202-L212,[北京],"116.359847,39.915415",13322878276,2024/5/22 11:16,20.54 km,36 min,21.37 km,76 min,16.24 km,60 min
Z.Flower Coffee 咖啡·西餐·甜点,https://www.dianping.com/shop/EW93AZERLk3eKqYK,信息路15号金融科贸大厦南门停车场入口处底商,[北京],"116.309494,40.037309",19520302663,2024/5/20 10:14,1.79 km,10 min,3.85 km,21 min,0.78 km,7 min
Alimentari Grande,https://www.dianping.com/shop/k667tWVeK9q3qlVY,"南三里屯1号T+MALL,L1,12-13",[北京],"116.454934,39.933189",53398876,2024/5/20 10:04,24.38 km,47 min,26.85 km,93 min,23.27 km,78 min
FOODBOWL超级碗,https://www.dianping.com/shop/l7EWISVL1hET2Wov,上地三街九号金隅嘉华大厦A一层座A-20,[北京],"116.307951,40.036804",15321778119,2024/5/19 13:24,1.32 km,8 min,3.35 km,17 min,0.93 km,5 min
DEYEE DESSERT 得意地甜品,https://www.dianping.com/shop/iEQbTuu7LfRTX9i8,回南北路公园悦府底商115号,[北京],"116.354571,40.090390",17801318657,2024/5/19 12:18,12.94 km,34 min,12.21 km,44 min,13.31 km,43 min
南京大牌档,https://www.dianping.com/shop/G87UN2D8m9E1Sf1u,清河中街68号清河万象汇西区4层,[北京],"116.332712,40.029732",62912007,2024/5/17 20:13,3.80 km,14 min,5.88 km,32 min,2.34 km,15 min
魏家凉皮,https://www.dianping.com/shop/k3VR2k9i0UQVLqtw,上地十街1号院6号楼1层118,[北京],"116.311410,40.028580",17777835465,2024/5/16 15:25,2.33 km,12 min,4.41 km,23 min,0.90 km,7 min
赛先生的咖啡馆·简餐,https://www.dianping.com/shop/l6GwltAQ3Je06S4f,安宁庄后街2号2栋102室,[北京],"116.330314,40.050970",13331931416,2024/5/16 13:52,4.67 km,17 min,4.63 km,30 min,3.57 km,19 min
上地五号咖啡厅,https://www.dianping.com/shop/G56dYeEVQ0NMbTmp,上地东路5号院4号楼1层102室(京蒙高科A座一楼圆厅),[北京],"116.304702,40.050882",15200135322,2024/5/16 13:49,3.71 km,15 min,2.50 km,15 min,2.61 km,22 min
友乐园涮肉坊,https://www.dianping.com/shop/GaVBmK90gxZjH3au,芳古路方庄芳群园二区23号楼1层底商（方庄市场斜对面）,[北京],"116.432201,39.861894",67622399,2024/4/18 21:14,32.61 km,49 min,35.31 km,103 min,33.24 km,86 min
友乐园涮肉坊,https://www.dianping.com/shop/H9LvXAHh2tghwjvn,北礼士路101-3号（近西直门凯德、北京北站）,[北京],"116.353063,39.944876",88365336,2024/4/18 21:14,17.24 km,27 min,17.98 km,63 min,12.86 km,43 min
小印象云南菜,https://www.dianping.com/shop/H46L9hJQYOU8FFyM,红霞路3号晶都国际酒店对面,[北京],"116.491656,39.966056",13522741944,2024/4/17 20:16,26.17 km,51 min,26.92 km,107 min,23.30 km,91 min
毛毛虫酒吧,https://www.dianping.com/shop/G2iTwgnSbph8hARm,交道口南大街140号-1,[北京],"116.668984,39.903179",64055718,2024/4/7 12:40,42.76 km,88 min,44.77 km,135 min,41.15 km,118 min
Toast at The Orchid,https://www.dianping.com/shop/kacW50omA0PD4NDP,安定门街道宝钞胡同65号(近鼓楼东大街),[北京],"116.399801,39.940809",64020824,2024/4/6 16:16,17.07 km,35 min,19.54 km,69 min,15.96 km,52 min
悦来甜品,https://www.dianping.com/shop/GarNhI5TyjS9d7IS,铁树斜街26号,[北京],"116.394383,39.896192",18210053001,2024/4/5 11:49,25.60 km,46 min,24.82 km,96 min,21.52 km,79 min
MuMuMountain木木满山,https://www.dianping.com/shop/kazYcJ5GW3KwCZ5B,水碓子中街甜水园北里12号4幢1层1F48（园区内西北侧底商1层）,[北京],"116.480718,39.930937",13691108010,2024/4/5 11:43,29.05 km,57 min,29.79 km,108 min,26.18 km,94 min
旺顺阁鱼头泡饼,https://www.dianping.com/shop/l9CzcCUWUtCO1RiU,学清路甲18号东升科技园一层B区103,[北京],"116.353601,40.010975",62916229,2024/4/4 18:26,8.24 km,23 min,11.18 km,51 min,7.13 km,33 min
铁板酒场小满,https://www.dianping.com/shop/Fn6pY47SxhqOVOuH,麦子店街78号一番街横丁一层餐饮街里导航定位于一番街横丁,[北京],"116.471925,39.945372",17600567661,2024/4/2 23:19,27.56 km,45 min,28.31 km,98 min,22.02 km,68 min
Nom Nom诺姆诺姆印尼美食,https://www.dianping.com/shop/G6io4UYQzVLTz03a,林翠西路16号1楼,[北京],"113.302125,22.646302",18612539909,2024/4/2 0:05,2203.02 km,1392 min,2209.11 km,1465 min,2203.66 km,1456 min
拾久,https://www.dianping.com/shop/H5kK7OQYkPhb0TIb,朝阳公园路6号院SOLANA蓝色港湾KA10(北门入左侧),[北京],"116.476577,39.949189",85831919,2024/3/23 14:32,26.87 km,46 min,27.62 km,101 min,24.00 km,85 min
鸟泽屋 割烹料理,https://www.dianping.com/shop/l2xza1nd48xJ6vtW,杨梅竹斜街6号,[北京],"116.393937,39.896101",13269253689,2024/3/22 23:35,25.64 km,46 min,24.86 km,97 min,21.56 km,79 min
Ou Patisserie&Labo,https://www.dianping.com/shop/Ga4ueVn5fyohWYWa,双树路双桥E9区创新工场7号楼1-1,[北京],"116.596039,39.884753",18034268036,2024/3/22 23:34,39.26 km,75 min,41.26 km,129 min,37.65 km,112 min
NiNiNi Dessert Kitchen,https://www.dianping.com/shop/k26mxYbONAmTv8D7,呼家楼街道小庄6号院1号楼1层113D(中国第一商城底商),[北京],"116.470721,39.915663",16601517214,2024/3/22 0:15,25.71 km,53 min,28.18 km,99 min,24.61 km,86 min
穆塞菲霖新疆餐厅,https://www.dianping.com/shop/H2sZa78VqZFzsy8u,西大望路27号2-1,[北京],"116.480452,39.885446",87798997,2024/3/17 11:59,34.25 km,61 min,34.99 km,115 min,31.38 km,108 min
天山新疆维吾尔族餐厅,https://www.dianping.com/shop/l3ycNvRu6fIvA0DW,建外东大桥49号平房,[北京],"116.452523,39.921387",15650739656,2024/3/17 11:58,24.07 km,49 min,26.54 km,108 min,22.97 km,84 min
里面·Noodlology,https://www.dianping.com/shop/k9gFLCJ3RN3unpbj,工体北路4号64号楼（盒子空间旁）,[北京],"116.456834,39.931876",13679449262,2024/3/17 11:37,23.38 km,45 min,25.85 km,91 min,22.28 km,76 min
無茶·日式小酒馆,https://www.dianping.com/shop/G6XXjMyqn6kMFxPX,小亮马桥西路6号院华远九都汇地下一层提灯街助平旁边,[北京],"116.466186,39.957242",18701090650,2024/3/17 11:32,25.26 km,40 min,26.00 km,93 min,22.39 km,77 min
戈拿旺巴西烤肉(轻奢店),https://www.dianping.com/shop/H4PyxeVlD5BpbwpE,工人体育场北路2号戈拿旺巴西烤肉轻奢店,[北京],"116.460078,39.933061",13241880618,2024/2/22 22:35,23.75 km,47 min,26.22 km,93 min,22.65 km,78 min
bopomofo酸奶,https://www.dianping.com/shop/G5zO3ArScKWgj6xo,三里屯T+mall(原通盈中心)B1层K13,[北京],"116.454934,39.933189",18210080757,2024/2/12 21:21,24.38 km,47 min,26.85 km,93 min,23.27 km,78 min
bopomofo酸奶,https://www.dianping.com/shop/l3ySYy0ahvicONcF,西大望路合生汇B2层K-05A、B号（近地铁7号线和14号线九龙山站B口出）,[北京],"116.478879,39.893210",13718196683,2024/2/12 21:21,33.16 km,64 min,40.66 km,128 min,27.66 km,99 min
麻辣烫铁板烧,https://www.dianping.com/shop/l2emCDUk1SkPobYM,菜市口大街与莲花胡同交叉口西行20米路南（中融信托大厦南门对面）,[北京],"116.374190,39.886682",18811221728,2024/2/6 22:53,24.40 km,46 min,24.72 km,96 min,20.61 km,73 min
打满·居酒屋烧鸟专门店,https://www.dianping.com/shop/k8sZCq2ZHCvrdOpT,常营中路33号旺客四季1层,[北京],"116.593706,39.927762",13161873922,2024/2/3 17:40,33.47 km,68 min,35.47 km,110 min,31.86 km,92 min
派悦坊·甜品·蛋糕,https://www.dianping.com/shop/G9Pt8cpI3PvsMPtf,酒仙桥路18号颐堤港3层,[北京],"116.491164,39.970164",13120395683,2024/2/2 18:46,27.22 km,46 min,27.97 km,100 min,24.36 km,86 min
解忧爷爷脏摊麻辣串,https://www.dianping.com/shop/k5X4N4FPsJfxJ3Ql,将台路芳园里3号楼底商（将台地铁站A西北口步行360米）,[北京],"116.485695,39.972718",15600910105,2024/2/2 18:29,25.33 km,48 min,26.07 km,103 min,22.46 km,88 min
万红路羊汤烧饼店,https://www.dianping.com/shop/Ecs0fJWN2VMHMXQj,将台路84号,[北京],"116.491940,39.972045",15911062793,2024/2/2 18:19,25.50 km,50 min,26.24 km,105 min,22.63 km,89 min
曲廊院·茶食·徽州菜,https://www.dianping.com/shop/l94MhYuqeivkhFeV,"三里屯路33号3.3大厦三层3019（上扶梯后右转,再右转）",[北京],,18311066267,2024/1/28 18:59,Error,Error,Error,Error,Error,Error
D4酒馆 By HOBO+,https://www.dianping.com/shop/l394vlXD4QARzxbI,东四北大街210号（张自忠路地铁站C东南口旁）,[北京],"116.417366,39.933120",13521518104,2024/1/27 12:15,19.44 km,43 min,21.91 km,85 min,18.34 km,63 min
听枫馆TRPG 跑团社,https://www.dianping.com/shop/l5epvzb5cdPJxVQ0,青年路青年汇佳园2号楼地下一层,[北京],"116.514404,39.920869",13693117457,2024/1/16 22:45,31.42 km,68 min,33.42 km,114 min,29.81 km,96 min
瑞兆居酒屋·炭火烧鸟,https://www.dianping.com/shop/H2SblcaA7NgyCXyR,新源里西1号,[北京],"116.447940,39.950859",64667935,2024/1/13 16:58,26.77 km,40 min,24.32 km,76 min,20.74 km,62 min
清真·马艾萨中国兰州传统牛肉拉面·烧烤,https://www.dianping.com/shop/l631o0jHMupp5TuS,花园路北路44号1号楼,[北京],"116.610059,39.678408",13683025561,2024/1/13 1:11,78.61 km,80 min,68.90 km,159 min,65.29 km,144 min
中国兰州马艾萨牛肉面,https://www.dianping.com/shop/G5Z6HDEGYx9FrduB,将台西路芳园里37号楼,[北京],"116.483597,39.971188",13521335304,2024/1/13 1:11,24.64 km,40 min,25.39 km,93 min,21.77 km,78 min
THE ROOTS 欧伴·手工西餐,https://www.dianping.com/shop/k9OvYLqDJAukcVRl,中关村南三街卫星制造厂科技园1-10欧伴手工西餐,[北京],"116.329173,39.977079",56352303,2024/1/6 10:46,9.73 km,26 min,14.33 km,59 min,8.25 km,36 min
铁板,https://www.dianping.com/shop/k7DcwGyDfsfkUlz5,羊坊店东路河间正宗驴肉火烧旁边（军事博物馆地铁站C1、C2出口往南500米）,[北京],"116.321459,39.907422",15101581532,2023/12/28 0:38,17.69 km,31 min,20.39 km,76 min,18.32 km,60 min
木朴朝面,https://www.dianping.com/shop/j1WbLyj4jWyyRGtk,前景路2号院7号楼一层105号,[北京],"116.637785,40.137254",13810801970,2023/12/16 14:20,46.80 km,64 min,54.24 km,77 min,45.19 km,94 min
